  grantor  |  grantee  | table_catalog | table_schema |                 table_name                 | privilege_type | is_grantable | with_hierarchy 
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | instruction_historique                     | DELETE         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit_default                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit_default                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit_default                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_audit_default                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_connexion                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_connexion                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | journal_connexion                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | journal_connexion                          | DELETE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_commerciale                        | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | licence_telecom                            | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ligne_budgetaire                           | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | manuel_architecture                        | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | manuel_architecture                        | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | manuel_architecture                        | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | manuel_architecture                        | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | meta_attribute                             | INSERT         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_entity                                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_entity                                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | meta_entity                                | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_entity                                | REFERENCES     | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_entity                                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_notification_rule                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_notification_rule                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_notification_rule                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | meta_notification_rule                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_permission                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | meta_permission                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_permission                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_permission                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_rule                                  | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_rule                                  | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_rule                                  | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | meta_rule                                  | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_workflow_transition                   | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_workflow_transition                   | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_workflow_transition                   | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | meta_workflow_transition                   | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | multi_institution_participant              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | multi_institution_participant              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | multi_institution_participant              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | multi_institution_participant              | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_formulaire                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_formulaire                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | nocode_formulaire                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_formulaire                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow                            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_etape                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_etape                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_etape                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_etape                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_instance                   | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_instance                   | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_instance                   | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | nocode_workflow_instance                   | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | notification                               | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | notification                               | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | notification                               | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | notification                               | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ordre_paiement                             | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ordre_paiement                             | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ordre_paiement                             | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ordre_paiement                             | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization                               | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization                               | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization                               | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization                               | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | organization_type                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization_type                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization_type                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | organization_type                          | SELECT         | NO           | YES
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | permis_minier                              | SELECT         | YES          | YES
 postgres  | pngie_app | pngie_rdc     | public       | permission                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | permission                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | permission                                 | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | permission                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | permission_compat                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | permission_compat                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | permission_compat                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | permission_compat                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person                                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person                                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person                                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | person                                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person_role                                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person_role                                | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | person_role                                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | person_role                                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne                                   | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne                                   | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne                                   | REFERENCES     | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne                                   | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne                                   | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | personne_role                              | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | personne_role                              | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne_role                              | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | personne_role                              | DELETE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | plan_developpement                         | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste                                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste                                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste                                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste                                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | poste_role_metier                          | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste_role_metier                          | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste_role_metier                          | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | poste_role_metier                          | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | pouvoir                                    | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | pouvoir                                    | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | pouvoir                                    | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | pouvoir                                    | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus                                  | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | processus                                  | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus                                  | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus                                  | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus_etape                            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus_etape                            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus_etape                            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | processus_etape                            | SELECT         | NO           | YES
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | projet_recherche                           | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | raccordement_energetique                   | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | reclamation_citoyenne                      | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire                    | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire                    | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire                    | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire                    | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire_historique         | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire_historique         | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire_historique         | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_auditorat_militaire_historique         | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_historique                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_historique                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_historique                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_historique                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_judiciaire                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_judiciaire                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_judiciaire                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_casier_judiciaire                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_condamnation                           | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_condamnation                           | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_condamnation                           | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_condamnation                           | INSERT         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel                             | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_cour_appel_historique                  | TRIGGER        | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_decision                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_decision                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_decision                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_decision                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_historique                   | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_historique                   | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_historique                   | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_execution_historique                   | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | DELETE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | UPDATE         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_gouvernorat                            | INSERT         | YES          | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe                                 | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe                                 | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe                                 | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe                                 | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe_historique                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe_historique                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe_historique                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_greffe_historique                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire                  | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire                  | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire                  | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire                  | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire_historique       | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire_historique       | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire_historique       | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_juridiction_militaire_historique       | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet                                | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet                                | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet                                | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet                                | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet_historique                     | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet_historique                     | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet_historique                     | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_parquet_historique                     | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tgi_historique                         | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tgi_historique                         | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tgi_historique                         | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tgi_historique                         | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce                      | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce                      | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce                      | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce                      | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce_historique           | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce_historique           | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce_historique           | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_commerce_historique           | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants                       | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants                       | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants                       | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants                       | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants_historique            | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants_historique            | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants_historique            | UPDATE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_enfants_historique            | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_grande_instance               | DELETE         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_grande_instance               | INSERT         | NO           | NO
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_grande_instance               | SELECT         | NO           | YES
 postgres  | pngie_app | pngie_rdc     | public       | ref_tribunal_grande_instance               | UPDATE         | NO           | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | TRUNCATE       | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | REFERENCES     | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | TRIGGER        | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | INSERT         | YES          | NO
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | SELECT         | YES          | YES
 pngie_app | pngie_app | pngie_rdc     | public       | ref_tribunal_militaire_garnison            | UPDATE         | YES          | NO
